T,K,kappa,theta,sigma,price,error,valid_paths
0.5,1,0.2,-0.4,0.16,0.0644887,0.00157952,10000
0.5,1,0.2,-0.4,0.17,0.0634303,0.00161714,10000
0.5,1,0.2,-0.4,0.18,0.066384,0.00168989,10000
0.5,1,0.2,-0.4,0.19,0.0684842,0.00176766,10000
0.5,1,0.2,-0.4,0.2,0.0679264,0.00177528,10000
0.5,1,0.2,-0.45,0.1,0.0575482,0.00139764,10000
0.5,1,0.2,-0.45,0.12,0.0607983,0.00148377,10000
0.5,1,0.2,-0.45,0.13,0.062837,0.00154302,10000
0.5,1,0.2,-0.45,0.14,0.0636074,0.00155669,10000
0.5,1,0.2,-0.45,0.15,0.0651317,0.00160505,10000
0.5,1,0.2,-0.45,0.16,0.0675566,0.00166176,10000
0.5,1,0.2,-0.45,0.17,0.069038,0.00172137,10000
0.5,1,0.2,-0.45,0.18,0.0696026,0.00175135,10000
0.5,1,0.2,-0.45,0.19,0.072296,0.00185456,10000
0.5,1,0.2,-0.45,0.2,0.0722362,0.00187673,10000
0.5,1.1,0.11,-0.34,0.1,0.00631807,0.000371743,10000
0.5,1.1,0.11,-0.34,0.12,0.00861365,0.000474227,10000
0.5,1.1,0.11,-0.34,0.13,0.010087,0.000554471,10000
0.5,1.1,0.11,-0.34,0.14,0.0123786,0.000633563,10000
0.5,1.1,0.11,-0.34,0.15,0.0132134,0.000688957,10000
0.5,1.1,0.11,-0.34,0.16,0.0153297,0.000762952,10000
0.5,1.1,0.11,-0.34,0.17,0.0169416,0.000838715,10000
0.5,1.1,0.11,-0.34,0.18,0.0194051,0.000949378,10000
0.5,1.1,0.11,-0.34,0.19,0.0216526,0.00101972,10000
0.5,1.1,0.11,-0.34,0.2,0.0239147,0.00112284,10000
0.5,1.1,0.11,-0.3,0.1,0.00523519,0.000331195,10000
0.5,1.1,0.11,-0.3,0.12,0.007445,0.000442561,10000
0.5,1.1,0.11,-0.3,0.13,0.0095503,0.000529725,10000
0.5,1.1,0.11,-0.3,0.14,0.0116015,0.000623752,10000
0.5,1.1,0.11,-0.3,0.15,0.0132292,0.000693707,10000
0.5,1.1,0.11,-0.3,0.16,0.0150062,0.000784417,10000
0.5,1.1,0.11,-0.3,0.17,0.0165282,0.000833607,10000
0.5,1.1,0.11,-0.3,0.18,0.0191474,0.000942158,10000
0.5,1.1,0.11,-0.3,0.19,0.0202467,0.00100679,10000
0.5,1.1,0.11,-0.3,0.2,0.0222447,0.00107257,10000
0.5,1.1,0.11,-0.27,0.1,0.00465635,0.00031871,10000
0.5,1.1,0.11,-0.27,0.12,0.00721147,0.000439233,10000
0.5,1.1,0.11,-0.27,0.13,0.00830955,0.00050004,10000
0.5,1.1,0.11,-0.27,0.14,0.0100622,0.000586322,10000
0.5,1.1,0.11,-0.27,0.15,0.0125239,0.000659355,10000
0.5,1.1,0.11,-0.27,0.16,0.0139043,0.000730802,10000
0.5,1.1,0.11,-0.27,0.17,0.0161736,0.000831697,10000
0.5,1.1,0.11,-0.27,0.18,0.0176757,0.000902374,10000
0.5,1.1,0.11,-0.27,0.19,0.0198341,0.00101067,10000
0.5,1.1,0.11,-0.27,0.2,0.0217018,0.00106907,10000
0.5,1.1,0.11,-0.24,0.1,0.00377853,0.000284588,10000
0.5,1.1,0.11,-0.24,0.12,0.00663144,0.00043004,10000
0.5,1.1,0.11,-0.24,0.13,0.00799881,0.00049524,10000
0.5,1.1,0.11,-0.24,0.14,0.0098426,0.000582729,10000
0.5,1.1,0.11,-0.24,0.15,0.011395,0.000645505,10000
0.5,1.1,0.11,-0.24,0.16,0.0134244,0.00072947,10000
0.5,1.1,0.11,-0.24,0.17,0.0148079,0.000807735,10000
0.5,1.1,0.11,-0.24,0.18,0.0173026,0.000898903,10000
0.5,1.1,0.11,-0.24,0.19,0.0195656,0.00100567,10000
0.5,1.1,0.11,-0.24,0.2,0.0205589,0.0010512,10000
0.5,1.1,0.11,-0.21,0.1,0.00347628,0.000283333,10000
0.5,1.1,0.11,-0.21,0.12,0.0063457,0.000415407,10000
0.5,1.1,0.11,-0.21,0.13,0.00768512,0.000493828,10000
0.5,1.1,0.11,-0.21,0.14,0.00901016,0.000542363,10000
0.5,1.1,0.11,-0.21,0.15,0.0109474,0.00064226,10000
0.5,1.1,0.11,-0.21,0.16,0.0129225,0.000734532,10000
0.5,1.1,0.11,-0.21,0.17,0.0143655,0.000789431,10000
0.5,1.1,0.11,-0.21,0.18,0.0162003,0.000861455,10000
0.5,1.1,0.11,-0.21,0.19,0.0193874,0.00100782,10000
0.5,1.1,0.11,-0.21,0.2,0.0221935,0.00113142,10000
0.5,1.1,0.11,-0.25,0.1,0.00382746,0.000289828,10000
0.5,1.1,0.11,-0.25,0.12,0.00668073,0.000426155,10000
0.5,1.1,0.11,-0.25,0.13,0.00805725,0.000480434,10000
0.5,1.1,0.11,-0.25,0.14,0.00991868,0.000571764,10000
0.5,1.1,0.11,-0.25,0.15,0.0120543,0.000673441,10000
0.5,1.1,0.11,-0.25,0.16,0.0137908,0.000741927,10000
0.5,1.1,0.11,-0.25,0.17,0.0156998,0.000853199,10000
0.5,1.1,0.11,-0.25,0.18,0.017509,0.000899939,10000
0.5,1.1,0.11,-0.25,0.19,0.0201445,0.0010113,10000
0.5,1.1,0.11,-0.25,0.2,0.0224649,0.00111083,10000
0.5,1.1,0.11,-0.26,0.1,0.00433475,0.000299386,10000
0.5,1.1,0.11,-0.26,0.12,0.00691128,0.000430539,10000
0.5,1.1,0.11,-0.26,0.13,0.00834517,0.000491947,10000
0.5,1.1,0.11,-0.26,0.14,0.00974771,0.000574043,10000
0.5,1.1,0.11,-0.26,0.15,0.0121457,0.000667305,10000
0.5,1.1,0.11,-0.26,0.16,0.0134501,0.000728275,10000
0.5,1.1,0.11,-0.26,0.17,0.0158802,0.000828768,10000
0.5,1.1,0.11,-0.26,0.18,0.0171224,0.000884399,10000
0.5,1.1,0.11,-0.26,0.19,0.0200424,0.000999261,10000
0.5,1.1,0.11,-0.26,0.2,0.0213451,0.00106909,10000
0.5,1.1,0.11,-0.35,0.1,0.00691463,0.000398073,10000
0.5,1.1,0.11,-0.35,0.12,0.00995964,0.000527985,10000
0.5,1.1,0.11,-0.35,0.13,0.0112973,0.00060068,10000
0.5,1.1,0.11,-0.35,0.14,0.0124755,0.000648378,10000
0.5,1.1,0.11,-0.35,0.15,0.0148634,0.000731776,10000
0.5,1.1,0.11,-0.35,0.16,0.0158241,0.000793874,10000
0.5,1.1,0.11,-0.35,0.17,0.0172696,0.00085043,10000
0.5,1.1,0.11,-0.35,0.18,0.0200276,0.000973153,10000
0.5,1.1,0.11,-0.35,0.19,0.0210849,0.00101039,10000
0.5,1.1,0.11,-0.35,0.2,0.0234278,0.00110612,10000
0.5,1.1,0.11,-0.4,0.1,0.00876014,0.000461894,10000
0.5,1.1,0.11,-0.4,0.12,0.0114003,0.000576783,10000
0.5,1.1,0.11,-0.4,0.13,0.0130135,0.000640398,10000
0.5,1.1,0.11,-0.4,0.14,0.0143562,0.000700521,10000
0.5,1.1,0.11,-0.4,0.15,0.0162506,0.000778719,10000
0.5,1.1,0.11,-0.4,0.16,0.0174531,0.000816763,10000
0.5,1.1,0.11,-0.4,0.17,0.0200663,0.000915967,10000
0.5,1.1,0.11,-0.4,0.18,0.0211495,0.000962674,10000
0.5,1.1,0.11,-0.4,0.19,0.0231915,0.00104369,10000
0.5,1.1,0.11,-0.4,0.2,0.0257977,0.00115234,10000
0.5,1.1,0.11,-0.45,0.1,0.0115357,0.000564945,10000
0.5,1.1,0.11,-0.45,0.12,0.0137648,0.000656683,10000
0.5,1.1,0.11,-0.45,0.13,0.0152855,0.000707806,10000
0.5,1.1,0.11,-0.45,0.14,0.0168195,0.000765085,10000
0.5,1.1,0.11,-0.45,0.15,0.0184537,0.000832317,10000
0.5,1.1,0.11,-0.45,0.16,0.0194724,0.00088834,10000
0.5,1.1,0.11,-0.45,0.17,0.0203688,0.000936153,10000
0.5,1.1,0.11,-0.45,0.18,0.0234244,0.00104993,10000
0.5,1.1,0.11,-0.45,0.19,0.0256111,0.0011283,10000
0.5,1.1,0.11,-0.45,0.2,0.0269251,0.00116642,10000
0.5,1.1,0.12,-0.34,0.1,0.00690157,0.000392329,10000
0.5,1.1,0.12,-0.34,0.12,0.00926972,0.000495183,10000
0.5,1.1,0.12,-0.34,0.13,0.0107397,0.000569832,10000
0.5,1.1,0.12,-0.34,0.14,0.0124398,0.000644761,10000
0.5,1.1,0.12,-0.34,0.15,0.0139727,0.000702926,10000
0.5,1.1,0.12,-0.34,0.16,0.015684,0.000775865,10000
0.5,1.1,0.12,-0.34,0.17,0.017669,0.000851914,10000
0.5,1.1,0.12,-0.34,0.18,0.0194822,0.000937869,10000
0.5,1.1,0.12,-0.34,0.19,0.0217939,0.00102141,10000
0.5,1.1,0.12,-0.34,0.2,0.0226899,0.00105996,10000
0.5,1.1,0.12,-0.3,0.1,0.00538546,0.000335292,10000
0.5,1.1,0.12,-0.3,0.12,0.00765372,0.000463531,10000
0.5,1.1,0.12,-0.3,0.13,0.00958787,0.000536221,10000
0.5,1.1,0.12,-0.3,0.14,0.0107864,0.000594621,10000
0.5,1.1,0.12,-0.3,0.15,0.0124208,0.000659533,10000
0.5,1.1,0.12,-0.3,0.16,0.0144097,0.000759793,10000
0.5,1.1,0.12,-0.3,0.17,0.0162802,0.000823875,10000
0.5,1.1,0.12,-0.3,0.18,0.018791,0.000920569,10000
0.5,1.1,0.12,-0.3,0.19,0.0204412,0.000996718,10000
0.5,1.1,0.12,-0.3,0.2,0.0224165,0.00109103,10000
0.5,1.1,0.12,-0.27,0.1,0.00446976,0.000303822,10000
0.5,1.1,0.12,-0.27,0.12,0.00733655,0.000449608,10000
0.5,1.1,0.12,-0.27,0.13,0.00867405,0.000513713,10000
0.5,1.1,0.12,-0.27,0.14,0.0101462,0.000583005,10000
0.5,1.1,0.12,-0.27,0.15,0.0120194,0.00065671,10000
0.5,1.1,0.12,-0.27,0.16,0.0142613,0.000755844,10000
0.5,1.1,0.12,-0.27,0.17,0.01565,0.000811515,10000
0.5,1.1,0.12,-0.27,0.18,0.017754,0.000904561,10000
0.5,1.1,0.12,-0.27,0.19,0.0200103,0.000981245,10000
0.5,1.1,0.12,-0.27,0.2,0.0221498,0.00111188,10000
0.5,1.1,0.12,-0.24,0.1,0.0038087,0.000282834,10000
0.5,1.1,0.12,-0.24,0.12,0.00614805,0.000405685,10000
0.5,1.1,0.12,-0.24,0.13,0.00779601,0.000479232,10000
0.5,1.1,0.12,-0.24,0.14,0.00988059,0.000585392,10000
0.5,1.1,0.12,-0.24,0.15,0.0113804,0.000652293,10000
0.5,1.1,0.12,-0.24,0.16,0.0134306,0.000739285,10000
0.5,1.1,0.12,-0.24,0.17,0.015483,0.000812819,10000
0.5,1.1,0.12,-0.24,0.18,0.0161522,0.00084849,10000
0.5,1.1,0.12,-0.24,0.19,0.018689,0.000959384,10000
0.5,1.1,0.12,-0.24,0.2,0.0218723,0.00109785,10000
0.5,1.1,0.12,-0.21,0.1,0.0033248,0.000267994,10000
0.5,1.1,0.12,-0.21,0.12,0.00606593,0.000411975,10000
0.5,1.1,0.12,-0.21,0.13,0.00724135,0.000468935,10000
0.5,1.1,0.12,-0.21,0.14,0.00947899,0.000574233,10000
0.5,1.1,0.12,-0.21,0.15,0.0102177,0.000593963,10000
0.5,1.1,0.12,-0.21,0.16,0.0128701,0.000731251,10000
0.5,1.1,0.12,-0.21,0.17,0.0149197,0.000806428,10000
0.5,1.1,0.12,-0.21,0.18,0.0166391,0.000864262,10000
0.5,1.1,0.12,-0.21,0.19,0.018591,0.000969584,10000
0.5,1.1,0.12,-0.21,0.2,0.021602,0.00110823,10000
0.5,1.1,0.12,-0.25,0.1,0.00429359,0.000298887,10000
0.5,1.1,0.12,-0.25,0.12,0.00666679,0.000427979,10000
0.5,1.1,0.12,-0.25,0.13,0.00850271,0.000503724,10000
0.5,1.1,0.12,-0.25,0.14,0.00968445,0.000560709,10000
0.5,1.1,0.12,-0.25,0.15,0.0114175,0.00063189,10000
0.5,1.1,0.12,-0.25,0.16,0.0132463,0.000732636,10000
0.5,1.1,0.12,-0.25,0.17,0.0156449,0.000816301,10000
0.5,1.1,0.12,-0.25,0.18,0.0173359,0.000919985,10000
0.5,1.1,0.12,-0.25,0.19,0.0196508,0.000989773,10000
0.5,1.1,0.12,-0.25,0.2,0.021913,0.00108841,10000
0.5,1.1,0.12,-0.26,0.1,0.00422214,0.000296748,10000
0.5,1.1,0.12,-0.26,0.12,0.00704271,0.000444717,10000
0.5,1.1,0.12,-0.26,0.13,0.00818325,0.000497455,10000
0.5,1.1,0.12,-0.26,0.14,0.00994573,0.000565271,10000
0.5,1.1,0.12,-0.26,0.15,0.0120027,0.000663295,10000
0.5,1.1,0.12,-0.26,0.16,0.0137104,0.00073751,10000
0.5,1.1,0.12,-0.26,0.17,0.0151295,0.000795454,10000
0.5,1.1,0.12,-0.26,0.18,0.0177088,0.000899206,10000
0.5,1.1,0.12,-0.26,0.19,0.0190478,0.000949937,10000
0.5,1.1,0.12,-0.26,0.2,0.0220446,0.00107201,10000
0.5,1.1,0.12,-0.35,0.1,0.0072533,0.000406527,10000
0.5,1.1,0.12,-0.35,0.12,0.00987918,0.000526579,10000
0.5,1.1,0.12,-0.35,0.13,0.0109094,0.000584311,10000
0.5,1.1,0.12,-0.35,0.14,0.0130972,0.000655046,10000
0.5,1.1,0.12,-0.35,0.15,0.0143871,0.000721495,10000
0.5,1.1,0.12,-0.35,0.16,0.0164425,0.000787836,10000
0.5,1.1,0.12,-0.35,0.17,0.0173204,0.000840513,10000
0.5,1.1,0.12,-0.35,0.18,0.0201508,0.000949853,10000
0.5,1.1,0.12,-0.35,0.19,0.0231084,0.00104989,10000
0.5,1.1,0.12,-0.35,0.2,0.0236696,0.00110232,10000
0.5,1.1,0.12,-0.4,0.1,0.00927636,0.000478194,10000
0.5,1.1,0.12,-0.4,0.12,0.0119217,0.000584314,10000
0.5,1.1,0.12,-0.4,0.13,0.0129301,0.000624563,10000
0.5,1.1,0.12,-0.4,0.14,0.0150286,0.000706148,10000
0.5,1.1,0.12,-0.4,0.15,0.016555,0.000755825,10000
0.5,1.1,0.12,-0.4,0.16,0.0178645,0.000829191,10000
0.5,1.1,0.12,-0.4,0.17,0.019863,0.000892181,10000
0.5,1.1,0.12,-0.4,0.18,0.0224632,0.00100734,10000
0.5,1.1,0.12,-0.4,0.19,0.0229243,0.00103187,10000
0.5,1.1,0.12,-0.4,0.2,0.0252666,0.00112241,10000
0.5,1.1,0.12,-0.45,0.1,0.0118385,0.000559064,10000
0.5,1.1,0.12,-0.45,0.12,0.0137725,0.000648876,10000
0.5,1.1,0.12,-0.45,0.13,0.015521,0.000713696,10000
0.5,1.1,0.12,-0.45,0.14,0.0169502,0.000772639,10000
0.5,1.1,0.12,-0.45,0.15,0.0189538,0.000844627,10000
0.5,1.1,0.12,-0.45,0.16,0.0201555,0.000917093,10000
0.5,1.1,0.12,-0.45,0.17,0.0216041,0.000944309,10000
0.5,1.1,0.12,-0.45,0.18,0.0233287,0.00102148,10000
0.5,1.1,0.12,-0.45,0.19,0.0252506,0.00109303,10000
0.5,1.1,0.12,-0.45,0.2,0.0275378,0.00117944,10000
0.5,1.1,0.13,-0.34,0.1,0.00693137,0.000393947,10000
0.5,1.1,0.13,-0.34,0.12,0.0099322,0.000525668,10000
0.5,1.1,0.13,-0.34,0.13,0.0116659,0.000594641,10000
0.5,1.1,0.13,-0.34,0.14,0.0128724,0.000646899,10000
0.5,1.1,0.13,-0.34,0.15,0.0137848,0.000695439,10000
0.5,1.1,0.13,-0.34,0.16,0.0159934,0.000784599,10000
0.5,1.1,0.13,-0.34,0.17,0.0187895,0.000876091,10000
0.5,1.1,0.13,-0.34,0.18,0.0204443,0.000980713,10000
0.5,1.1,0.13,-0.34,0.19,0.0212661,0.000989681,10000
0.5,1.1,0.13,-0.34,0.2,0.0232608,0.00106799,10000
0.5,1.1,0.13,-0.3,0.1,0.00556689,0.000349166,10000
0.5,1.1,0.13,-0.3,0.12,0.0079628,0.000463541,10000
0.5,1.1,0.13,-0.3,0.13,0.00947287,0.000524979,10000
0.5,1.1,0.13,-0.3,0.14,0.0111189,0.000596023,10000
0.5,1.1,0.13,-0.3,0.15,0.0129543,0.000666707,10000
0.5,1.1,0.13,-0.3,0.16,0.0147887,0.000746709,10000
0.5,1.1,0.13,-0.3,0.17,0.0166465,0.000834644,10000
0.5,1.1,0.13,-0.3,0.18,0.0194976,0.000946985,10000
0.5,1.1,0.13,-0.3,0.19,0.0194501,0.000948413,10000
0.5,1.1,0.13,-0.3,0.2,0.0226683,0.0010918,10000
0.5,1.1,0.13,-0.27,0.1,0.00470485,0.000318868,10000
0.5,1.1,0.13,-0.27,0.12,0.00762266,0.000444415,10000
0.5,1.1,0.13,-0.27,0.13,0.00900313,0.000521289,10000
0.5,1.1,0.13,-0.27,0.14,0.0104302,0.000575239,10000
0.5,1.1,0.13,-0.27,0.15,0.0120912,0.000646488,10000
0.5,1.1,0.13,-0.27,0.16,0.0139498,0.000727087,10000
0.5,1.1,0.13,-0.27,0.17,0.0158861,0.000803182,10000
0.5,1.1,0.13,-0.27,0.18,0.018058,0.000907239,10000
0.5,1.1,0.13,-0.27,0.19,0.0203929,0.00100032,10000
0.5,1.1,0.13,-0.27,0.2,0.0218601,0.00106877,10000
0.5,1.1,0.13,-0.24,0.1,0.00384968,0.000284306,10000
0.5,1.1,0.13,-0.24,0.12,0.00619137,0.000405973,10000
0.5,1.1,0.13,-0.24,0.13,0.00827748,0.000501911,10000
0.5,1.1,0.13,-0.24,0.14,0.0097152,0.0005736,10000
0.5,1.1,0.13,-0.24,0.15,0.0108408,0.000621785,10000
0.5,1.1,0.13,-0.24,0.16,0.0132716,0.000721436,10000
0.5,1.1,0.13,-0.24,0.17,0.0150538,0.00078916,10000
0.5,1.1,0.13,-0.24,0.18,0.0172983,0.000891758,10000
0.5,1.1,0.13,-0.24,0.19,0.0197243,0.000985085,10000
0.5,1.1,0.13,-0.24,0.2,0.0205445,0.00104747,10000
0.5,1.1,0.13,-0.21,0.1,0.00331166,0.000260589,10000
0.5,1.1,0.13,-0.21,0.12,0.00592492,0.000400677,10000
0.5,1.1,0.13,-0.21,0.13,0.00793739,0.000504716,10000
0.5,1.1,0.13,-0.21,0.14,0.00959374,0.000580519,10000
0.5,1.1,0.13,-0.21,0.15,0.0110471,0.000643754,10000
0.5,1.1,0.13,-0.21,0.16,0.0128367,0.000725642,10000
0.5,1.1,0.13,-0.21,0.17,0.0140252,0.000770726,10000
0.5,1.1,0.13,-0.21,0.18,0.0171558,0.000918996,10000
0.5,1.1,0.13,-0.21,0.19,0.018591,0.000960312,10000
0.5,1.1,0.13,-0.21,0.2,0.0208637,0.00110351,10000
0.5,1.1,0.13,-0.25,0.1,0.00408721,0.000290031,10000
0.5,1.1,0.13,-0.25,0.12,0.00727194,0.000448711,10000
0.5,1.1,0.13,-0.25,0.13,0.00835734,0.000503995,10000
0.5,1.1,0.13,-0.25,0.14,0.00987498,0.00056799,10000
0.5,1.1,0.13,-0.25,0.15,0.0116351,0.000646834,10000
0.5,1.1,0.13,-0.25,0.16,0.0134506,0.000721623,10000
0.5,1.1,0.13,-0.25,0.17,0.0147611,0.000791617,10000
0.5,1.1,0.13,-0.25,0.18,0.0170149,0.000873484,10000
0.5,1.1,0.13,-0.25,0.19,0.0194404,0.000980235,10000
0.5,1.1,0.13,-0.25,0.2,0.0217149,0.0010831,10000
0.5,1.1,0.13,-0.26,0.1,0.00415791,0.00028842,10000
0.5,1.1,0.13,-0.26,0.12,0.00699018,0.000438392,10000
0.5,1.1,0.13,-0.26,0.13,0.008777,0.0005194,10000
0.5,1.1,0.13,-0.26,0.14,0.0104701,0.000588796,10000
0.5,1.1,0.13,-0.26,0.15,0.0121459,0.000673352,10000
0.5,1.1,0.13,-0.26,0.16,0.0129835,0.000713826,10000
0.5,1.1,0.13,-0.26,0.17,0.0154191,0.000804345,10000
0.5,1.1,0.13,-0.26,0.18,0.017531,0.000895862,10000
0.5,1.1,0.13,-0.26,0.19,0.0196948,0.00097345,10000
0.5,1.1,0.13,-0.26,0.2,0.0207717,0.00103665,10000
0.5,1.1,0.13,-0.35,0.1,0.00717712,0.000398937,10000
0.5,1.1,0.13,-0.35,0.12,0.00983874,0.000518648,10000
0.5,1.1,0.13,-0.35,0.13,0.01151,0.000580898,10000
0.5,1.1,0.13,-0.35,0.14,0.0128745,0.000645346,10000
0.5,1.1,0.13,-0.35,0.15,0.014595,0.000723863,10000
0.5,1.1,0.13,-0.35,0.16,0.0163381,0.000800462,10000
0.5,1.1,0.13,-0.35,0.17,0.0194877,0.000900695,10000
0.5,1.1,0.13,-0.35,0.18,0.019934,0.000932731,10000
0.5,1.1,0.13,-0.35,0.19,0.0215148,0.000991748,10000
0.5,1.1,0.13,-0.35,0.2,0.0239164,0.00111361,10000
0.5,1.1,0.13,-0.4,0.1,0.00997132,0.00049776,10000
0.5,1.1,0.13,-0.4,0.12,0.0122814,0.000602499,10000
0.5,1.1,0.13,-0.4,0.13,0.0141073,0.000657306,10000
0.5,1.1,0.13,-0.4,0.14,0.0153411,0.000719985,10000
0.5,1.1,0.13,-0.4,0.15,0.0168357,0.000771919,10000
0.5,1.1,0.13,-0.4,0.16,0.0181392,0.000834178,10000
0.5,1.1,0.13,-0.4,0.17,0.0202,0.000912418,10000
0.5,1.1,0.13,-0.4,0.18,0.0218606,0.000975841,10000
0.5,1.1,0.13,-0.4,0.19,0.0249939,0.00109372,10000
0.5,1.1,0.13,-0.4,0.2,0.0252818,0.00112333,10000
0.5,1.1,0.13,-0.45,0.1,0.0126315,0.000587712,10000
0.5,1.1,0.13,-0.45,0.12,0.0149614,0.000685114,10000
0.5,1.1,0.13,-0.45,0.13,0.0165965,0.000730241,10000
0.5,1.1,0.13,-0.45,0.14,0.0171398,0.000769107,10000
0.5,1.1,0.13,-0.45,0.15,0.0194382,0.000836827,10000
0.5,1.1,0.13,-0.45,0.16,0.0219027,0.000932939,10000
0.5,1.1,0.13,-0.45,0.17,0.021317,0.000936597,10000
0.5,1.1,0.13,-0.45,0.18,0.0244952,0.00103734,10000
0.5,1.1,0.13,-0.45,0.19,0.0265665,0.00112143,10000
0.5,1.1,0.13,-0.45,0.2,0.0276669,0.00119083,10000
0.5,1.1,0.14,-0.34,0.1,0.00718753,0.000403781,10000
0.5,1.1,0.14,-0.34,0.12,0.00978532,0.000524773,10000
0.5,1.1,0.14,-0.34,0.13,0.0111485,0.00056992,10000
0.5,1.1,0.14,-0.34,0.14,0.0127969,0.000644887,10000
0.5,1.1,0.14,-0.34,0.15,0.0146251,0.000731368,10000
0.5,1.1,0.14,-0.34,0.16,0.015644,0.00077203,10000
0.5,1.1,0.14,-0.34,0.17,0.0180543,0.000865612,10000
0.5,1.1,0.14,-0.34,0.18,0.019897,0.000951606,10000
0.5,1.1,0.14,-0.34,0.19,0.0214568,0.000995211,10000
0.5,1.1,0.14,-0.34,0.2,0.0240004,0.00111669,10000
0.5,1.1,0.14,-0.3,0.1,0.00573564,0.000351953,10000
0.5,1.1,0.14,-0.3,0.12,0.00816989,0.000466685,10000
0.5,1.1,0.14,-0.3,0.13,0.00969404,0.000526885,10000
0.5,1.1,0.14,-0.3,0.14,0.011252,0.000599994,10000
0.5,1.1,0.14,-0.3,0.15,0.0131576,0.000685596,10000
0.5,1.1,0.14,-0.3,0.16,0.0151152,0.000743898,10000
0.5,1.1,0.14,-0.3,0.17,0.0165239,0.000829042,10000
0.5,1.1,0.14,-0.3,0.18,0.0188467,0.00090023,10000
0.5,1.1,0.14,-0.3,0.19,0.0211832,0.00102326,10000
0.5,1.1,0.14,-0.3,0.2,0.0221976,0.00104436,10000
0.5,1.1,0.14,-0.27,0.1,0.00495251,0.000321379,10000
0.5,1.1,0.14,-0.27,0.12,0.00753474,0.000438566,10000
0.5,1.1,0.14,-0.27,0.13,0.00898492,0.000515848,10000
0.5,1.1,0.14,-0.27,0.14,0.0104579,0.000595551,10000
0.5,1.1,0.14,-0.27,0.15,0.0115571,0.000628691,10000
0.5,1.1,0.14,-0.27,0.16,0.014049,0.000747239,10000
0.5,1.1,0.14,-0.27,0.17,0.0162127,0.000816147,10000
0.5,1.1,0.14,-0.27,0.18,0.0175977,0.000880816,10000
0.5,1.1,0.14,-0.27,0.19,0.0198638,0.000987233,10000
0.5,1.1,0.14,-0.27,0.2,0.0222924,0.0010964,10000
0.5,1.1,0.14,-0.24,0.1,0.00399946,0.000287332,10000
0.5,1.1,0.14,-0.24,0.12,0.0065946,0.000421145,10000
0.5,1.1,0.14,-0.24,0.13,0.00784247,0.000481819,10000
0.5,1.1,0.14,-0.24,0.14,0.0100858,0.000564873,10000
0.5,1.1,0.14,-0.24,0.15,0.0116293,0.000647883,10000
0.5,1.1,0.14,-0.24,0.16,0.0130444,0.000698864,10000
0.5,1.1,0.14,-0.24,0.17,0.0144647,0.000784903,10000
0.5,1.1,0.14,-0.24,0.18,0.0173299,0.000882594,10000
0.5,1.1,0.14,-0.24,0.19,0.0182617,0.000940974,10000
0.5,1.1,0.14,-0.24,0.2,0.0202811,0.00102183,10000
0.5,1.1,0.14,-0.21,0.1,0.0035003,0.000273323,10000
0.5,1.1,0.14,-0.21,0.12,0.00604608,0.00040838,10000
0.5,1.1,0.14,-0.21,0.13,0.00737061,0.000473381,10000
0.5,1.1,0.14,-0.21,0.14,0.00949953,0.00056422,10000
0.5,1.1,0.14,-0.21,0.15,0.0104312,0.000626011,10000
0.5,1.1,0.14,-0.21,0.16,0.0124888,0.000707308,10000
0.5,1.1,0.14,-0.21,0.17,0.014289,0.00078643,10000
0.5,1.1,0.14,-0.21,0.18,0.0168315,0.000901149,10000
0.5,1.1,0.14,-0.21,0.19,0.0189648,0.000989195,10000
0.5,1.1,0.14,-0.21,0.2,0.0201578,0.0010467,10000
0.5,1.1,0.14,-0.25,0.1,0.00431095,0.000294696,10000
0.5,1.1,0.14,-0.25,0.12,0.00685054,0.000427628,10000
0.5,1.1,0.14,-0.25,0.13,0.00881697,0.000523805,10000
0.5,1.1,0.14,-0.25,0.14,0.010057,0.000566985,10000
0.5,1.1,0.14,-0.25,0.15,0.0114195,0.000626134,10000
0.5,1.1,0.14,-0.25,0.16,0.0139949,0.000728343,10000
0.5,1.1,0.14,-0.25,0.17,0.0152886,0.000797937,10000
0.5,1.1,0.14,-0.25,0.18,0.0173719,0.000867697,10000
0.5,1.1,0.14,-0.25,0.19,0.0195122,0.000985104,10000
0.5,1.1,0.14,-0.25,0.2,0.0211664,0.00105828,10000
0.5,1.1,0.14,-0.26,0.1,0.00451057,0.000299776,10000
0.5,1.1,0.14,-0.26,0.12,0.00703813,0.000429873,10000
0.5,1.1,0.14,-0.26,0.13,0.00854406,0.00050396,10000
0.5,1.1,0.14,-0.26,0.14,0.0102032,0.000565995,10000
0.5,1.1,0.14,-0.26,0.15,0.011813,0.00064549,10000
0.5,1.1,0.14,-0.26,0.16,0.0138129,0.000730381,10000
0.5,1.1,0.14,-0.26,0.17,0.0155476,0.000808398,10000
0.5,1.1,0.14,-0.26,0.18,0.0169328,0.000864929,10000
0.5,1.1,0.14,-0.26,0.19,0.0192058,0.000963337,10000
0.5,1.1,0.14,-0.26,0.2,0.0221776,0.00109028,10000
0.5,1.1,0.14,-0.35,0.1,0.0078315,0.000425278,10000
0.5,1.1,0.14,-0.35,0.12,0.0104814,0.000530302,10000
0.5,1.1,0.14,-0.35,0.13,0.0121903,0.000596917,10000
0.5,1.1,0.14,-0.35,0.14,0.0134403,0.000647142,10000
0.5,1.1,0.14,-0.35,0.15,0.0150739,0.00072337,10000
